,0
2019-01-08,-0.006408339566800846
2019-01-09,0.015564813705519442
2019-01-10,-0.000375
2019-01-11,-0.00842772009480965
2019-01-14,-0.0010001005294431001
2019-01-15,-0.000375
2019-01-16,0.0
2019-01-17,-0.0025702505325565627
2019-01-18,-0.000375
2019-01-22,0.0
2019-01-23,0.0
2019-01-24,0.0
2019-01-25,-0.019608036115495598
2019-01-28,0.006534000614394707
2019-01-29,0.0064717514740318775
2019-01-30,-0.010587018590820745
2019-01-31,0.0004938250529692992
2019-02-01,0.0028203660635743007
2019-02-04,-0.000375
2019-02-05,0.0
2019-02-06,0.0
2019-02-07,0.0
2019-02-08,0.0
2019-02-11,0.0
2019-02-12,0.0
2019-02-13,0.0
2019-02-14,0.0
2019-02-15,0.0
2019-02-19,0.0
2019-02-20,0.0
2019-02-21,-0.0005275512242415641
2019-02-22,-0.00075
2019-02-25,0.0
2019-02-26,0.0
2019-02-27,0.0
2019-02-28,0.0
2019-03-01,0.016487005356063605
2019-03-04,0.00713169883305895
2019-03-05,0.00020664382685987187
2019-03-06,-0.00948294520077765
2019-03-07,0.0009822544971413057
2019-03-08,-0.0024902150130273397
2019-03-11,-0.000375
2019-03-12,0.0
2019-03-13,0.0
2019-03-14,0.0
2019-03-15,0.0
2019-03-18,0.0
2019-03-19,0.0
2019-03-20,0.0
2019-03-21,0.0
2019-03-22,0.0
2019-03-25,0.0
2019-03-26,0.0
2019-03-27,0.0
2019-03-28,0.0
2019-03-29,0.0
2019-04-01,0.0
2019-04-02,0.0
