,DAL,UAL,AAL,LUV,ALK,JBLU,UNP,CSX,NSC,CP,CNI,UPS,FDX,JBHT,ODFL,KNX,SAIA,SNDR,CHRW,EXPD
2024-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17477321516247757,0.0,0.0,0.16209047357844789,0.0,0.0,0.0,0.0,0.09961396660788759,0.0,-0.08693122502385789,0.0
2024-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05784627987522381,0.0,0.0,0.13083478685089414,0.0,0.0,0.0,0.0,0.10447592690797258,0.0,-0.17746443388364289,0.0
2024-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18839785828310782,0.0,0.0,0.0,0.18501435089065857,0.0,0.04986459046148568,0.0,-0.04648108306903646,0.0
2024-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14276224943534827,0.0,0.0,0.0,0.15255785920626064,0.0,0.0,0.0,-0.00979560977091237,0.0
2024-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18758681742716576,0.0,0.0,0.0,0.21233529460284495,0.0,0.0,0.0,-0.02474847717567919,0.0
2024-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13803919467344994,0.0,0.0,0.0,0.17096048976961647,0.0,0.0,0.0,-0.032921295096166536,0.0
2024-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.027025697995516927,0.0,0.0,0.0,0.1499843689765425,0.0,0.0,0.0,0.0,-0.12295867098102559
2024-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007760562364235952,0.0,0.0,0.0,0.14008833747354346,0.0,0.0,0.0,0.0,-0.13232777510930752
2024-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06442028685091696,0.0,0.0,0.0,0.14030414649597442,0.0,0.0,0.0,0.0,-0.07588385964505745
2024-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021692383369483374,0.0,0.0,0.0,0.12603618462463168,0.0,0.0,0.0,0.0,-0.10434380125514829
2024-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05655355809235345,0.0,0.0,0.0,0.2724928195589859,0.0,0.0,0.0,0.0,-0.21593926146663248
2024-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13340869042250447,0.0,0.0,0.0,0.17501511372585934,0.0,0.0,0.0,0.0,-0.04160642330335485
2024-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.059510047709013615,0.0,0.0,0.0,0.11228875065843336,0.0,0.0,0.0,0.0,-0.052778702949419734
2024-02-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07709008910772881,0.0,0.0,0.0,0.0981583169735641,0.0,0.0,0.0,0.0,-0.021068227865835287
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05200697516934348,0.0,0.0,0.0,0.11169340551105028,0.0,0.0,0.0,0.0,-0.0596864303417068
2024-03-04,0.0,0.0,-0.10746435584846062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11560996786180297,0.0,0.0,0.0,0.0,-0.00814561201334235
2024-03-05,0.0,0.0,-0.16340912533337104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16340912533337104,0.0,0.0,0.0,0.0,0.0
2024-03-06,0.0,0.0,-0.13791583964985407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13791583964985407,0.0,0.0,0.0,0.0,0.0
2024-03-07,0.0,0.0,-0.12884998864542999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-08,0.0,0.0,-0.007430355789455541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11765052976841966,0.0,0.0,0.0,0.0,0.0
2024-03-11,0.0,0.0,-0.0404756396512025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0663807568059709,0.0,0.0,0.0,0.0,0.0
2024-03-12,0.0,0.0,-0.026058354651964967,-0.03507381462818616,0.061132169280151125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-13,0.0,0.0,-0.11515800896412116,-0.1375262573190018,0.25268426628312296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-14,0.0,0.0,-0.028569824924189382,-0.0004056258785991842,0.028975450802788565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-15,0.0,0.0,-0.004117183890473703,-0.0031753481310863325,0.0005620717290095528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006730460292550484,0.0,0.0
2024-03-18,0.0,0.0,-0.00563022077298491,-0.0019237962926776256,9.699641969891255e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007457020645963623,0.0,0.0
2024-03-19,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-20,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-21,0.0,0.0,0.0,-0.014782611848199277,0.009071473599646994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005711138248552285,0.0,0.0
2024-03-22,0.0,0.0,0.0,-0.02214705831959289,0.0015143200890405102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02063273823055238,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-25,0.0,-0.028384528674620345,0.0,-0.0011741513425789362,0.02578240435927155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003776275657927737,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-26,0.0,-0.00422782482800724,0.0,0.0,0.0014713656896072965,0.0,0.0,0.0,0.0,0.0,0.0,-0.010708382496481504,0.013464841634881448,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-27,0.0,-0.012507043212966059,0.0,0.0,0.011513011841401416,0.0,0.0,0.0,0.0,0.0,0.0,-0.010143928243035168,0.01113795961459981,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-28,0.0,-0.012952758436368754,0.0,0.0,0.021675974027916486,0.0,0.0,0.0,0.0,0.0,0.0,-0.017299155924029676,0.00857594033248194,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-01,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-02,0.0,-0.004127214855734532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0034243711640852374,0.00755158601981977,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-03,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-04,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-05,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-08,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-09,0.0,-0.014603547737680024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006328657435221771,0.015236413481202202,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-10,0.0,-0.019921709012011207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002803695464337695,0.022725404476348906,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-11,0.0,-0.011747228655274198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0031351961178027964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-12,0.0,-0.018790183331201454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010864270918945176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-15,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-17,-0.004125807729764397,0.005109408208900185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003680342549110136,0.0,0.0,0.0026967420699743495,0.0,0.0,0.0
2024-04-18,-0.013205752818032629,0.008574542983879224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0030079140115443627,0.0,0.0,0.00763912384569777,0.0,0.0,0.0
2024-04-19,-0.013132529575639483,0.006100716667850562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011224488761453355,0.0,0.0,0.018256301669242275,0.0,0.0,0.0
2024-04-22,-0.004469176881385381,0.005960872622735997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003725690032066909,0.0,0.0,0.002233994290716294,0.0,0.0,0.0
2024-04-23,-0.01307249743565147,0.006316896687943022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.035800674238981374,0.0,0.0,0.04255627498668982,0.0,0.0,0.0
2024-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05511636497681102,0.0,0.0,0.0,-0.029681701851456015,0.0,0.07155265652309409,0.013245410305172952,0.0,0.0,0.0
2024-04-25,0.0,0.0,0.0,-0.051830352830581225,0.0,0.0,0.04901357642973822,0.0,0.0,0.0,0.0,0.0,0.0,-0.02229601110650907,0.0,0.02511278750735207,0.0,0.0,0.0,0.0
2024-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03859379042665813,0.0,0.038451781439260695,-0.03906002745237975,0.03920203643977719,0.0,0.0
2024-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03222844941251583,0.0,0.03744597930653123,-0.02999377280970635,0.024776242915690944,0.0,0.0
2024-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06211200286600316,0.0,0.0,0.0,0.0,-0.046776886022885766,0.0,0.10888888888888892,0.0,0.0,0.0,0.0
2024-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004358442482172906,0.0,0.0,0.0,0.0,-0.10397489085116049,0.0,0.10833333333333339,0.0,0.0,0.0,0.0
2024-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06496797495744068,0.0,0.0,0.0,0.0,-0.06003202504255933,0.0,0.03876506699186815,0.0,0.0,0.08623493300813184,0.0
2024-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20814577605178852,0.0,0.0,0.0,0.0,0.0,0.0,0.19467706589002898,0.0,0.0,0.01346871016175956,0.0
2024-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.1471975135189998,0.0,0.0,0.20280248648100013,0.0
2024-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3344444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.1742440870746992,0.0,0.0,0.1602003573697452,0.0
2024-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3422222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.04142694432055137,0.0,0.0,0.3007952779016708,0.0
2024-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.30333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.2729497672102407,0.0,0.0,0.03038356612309265,0.0
2024-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2644444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.19143365844571975,0.0,0.0,0.07301078599872467,0.0
2024-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0
2024-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
2024-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4666666666666667,0.0
2024-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4433333333333333,0.0
2024-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3655555555555555,0.0
2024-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.293531613039764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13424616473801373,0.0,0.0
2024-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33930088171642764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1606991182835724,0.0,0.0
2024-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1776447239446172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32235527605538283,0.0,0.0
2024-05-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24467959477121776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2553204052287823,0.0,0.0
2024-05-29,0.0,0.22113380802717003,-0.25666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0355328586394966,0.0,0.0
2024-05-30,0.0,0.22592298546016554,-0.30833333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08241034787316782,0.0,0.0
2024-05-31,0.0,0.10782120763588222,-0.2416666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13384545903078443,0.0,0.0
2024-06-03,0.0,0.2676982503375923,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2323017496624077,0.0,0.0
2024-06-04,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3350636313455709,0.16493636865442918,0.0,0.0
2024-06-05,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1413269358254277,0.35867306417457223,0.0,0.0
2024-06-06,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2911398512929249,0.2088601487070751,0.0,0.0
2024-06-07,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2573920703804312,0.2426079296195688,0.0,0.0
2024-06-10,0.0,0.0,-0.027495360338125146,0.3879110477710669,0.0,-0.47250463966187484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11208895222893311,0.0,0.0
2024-06-11,0.0,0.0,-0.0618039291181092,0.33527097065889977,0.0,-0.43819607088189083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16472902934110023,0.0,0.0
2024-06-12,0.0,0.0,-0.13931725291843525,0.04403734187438652,0.0,-0.3606827470815648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4559626581256135,0.0,0.0
2024-06-13,0.0,0.0,-0.09201956414679607,0.19180478567097434,0.0,-0.39020265807542615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2904174365512479,0.0,0.0
2024-06-14,0.0,0.0,-0.08799732355453709,0.15418956713210064,0.0,-0.39033600977879623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3241437662012327,0.0,0.0
2024-06-17,0.0,0.0,0.0,0.49,0.0,-0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-18,0.0,0.0,0.0,0.25666666666666665,0.0,-0.25666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-20,0.0,0.0,0.0,0.25666666666666665,0.0,-0.25666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-21,0.0,0.0,0.0,0.23333333333333334,0.0,-0.23333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-24,0.0,0.0,0.0,0.27222222222222214,0.0,-0.12023641922263295,0.0,0.0,-0.15198580299958922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-25,0.0,0.0,0.0,0.03702812827988489,0.0,0.0,0.0,0.0,-0.09337475058314351,0.0,0.0,-0.12440302719463428,0.0,0.0,0.0,0.0,0.0,0.1807496494978929,0.0,0.0
2024-06-26,0.0,0.0,0.0,0.017749648987506902,0.0,0.0,0.0,0.0,-0.07924366576596897,0.0,0.0,-0.2085341120118088,0.2700281287902708,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09592363803347242,0.0,0.0,-0.18407636196652752,0.27999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-28,-0.13896441079623134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06325781142599085,0.0,0.0,0.0,0.2022222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02578859859842944,0.0,0.0,0.0,0.2022222222222222,0.0,0.0,0.0,0.0,0.0,0.0,-0.17643362362379275
2024-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18848319969454458,0.0,0.0,0.0,0.2022222222222222,0.0,0.0,0.0,0.0,0.0,0.0,-0.01373902252767759
2024-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018645406723378888,0.0,0.0,0.0,0.23333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,-0.21468792660995445
2024-07-05,0.0,0.0,0.0,0.0,-0.12366036399752739,0.0,0.0,0.0,-0.03189519155802818,0.0,0.0,0.0,0.15555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-08,0.0,0.0,0.0,0.0,-0.017097298282050904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2177777777777778,0.0,0.0,0.0,0.0,0.0,0.0,-0.20068047949572687
2024-07-09,0.0,0.0,0.0,0.0,-0.2717302617030202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28777777777777774,0.0,0.0,0.0,0.0,0.0,0.0,-0.01604751607475754
2024-07-10,0.0,0.0,0.0,0.0,-0.25138814868374365,0.0,0.0,0.0,0.0,0.3148814111593576,0.0,0.0,0.04289636661842019,0.0,0.0,0.0,0.0,0.0,0.0,-0.10638962909403413
2024-07-11,-0.16835599705672719,0.0,0.0,0.0,-0.18164400294327274,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-12,-0.16723598526038796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3188888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15165290362850092
2024-07-15,-0.14169902275824856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3655555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22385653279730697
2024-07-16,-0.3795488153941308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38111111111111107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0015622957169802664
2024-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.30535599870005004,0.0,0.0,0.06547733463328331,0.0,0.0,0.0,-0.34292712376370765,0.0,0.0,0.0,0.0,0.0,-0.027906209569625657
2024-07-18,0.0,0.0,0.0,0.0,-0.16986709249394266,0.0,0.15194311679848502,0.0,0.0,0.04805688320151502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.030132907506057387
2024-07-19,0.0,0.0,0.0,0.0,-0.05133723255414912,0.0,0.07775435586662209,0.0,0.0,0.005578977466711271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.031996100779184244
2024-07-22,-0.036937313770307734,0.0,0.0,0.0,0.0,0.0,0.030492039391376853,0.0,0.0,0.027841293941956495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02139601956302561
2024-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.10203546441362825,0.0,0.0,0.06879786891970505,0.0,-0.12373795147348919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04709538185984409
2024-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.12147748439479022,0.0,0.0,0.06185584893854312,-0.15219965869312196,-0.03113367464021138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.017132734660581614,0.0,0.0,0.0,-0.033333333333333326,0.0,0.0,0.0,0.0,0.016200598672751716,0.0,0.0,0.0,0.0
2024-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.009193375814662135,0.0,0.0074732908520045846,0.0,-0.007167607696356565,0.0,0.0,0.0,0.0,0.0,-0.009499058970310153,0.0,0.0,0.0
2024-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.03256715703848537,0.0,0.0,0.0,-0.008775631550937487,0.0,0.0,0.0,0.0,0.050766176294847996,-0.07455770178239589,0.0,0.0,0.0
2024-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.018689429131902028,0.0,0.0,0.0,-0.0102414661261404,0.0,0.0,0.0,0.0,0.05631057086809792,-0.06475853387385956,0.0,0.0,0.0
2024-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.001221788789522237,0.0,0.0,0.0,-0.05222828269222505,0.0,0.0,0.0,0.0,0.05711154454381111,-0.006105050641108294,0.0,0.0,0.0
2024-08-01,0.0,-0.08105459033624346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027202030784709324,-0.027278742997089937,0.0,0.08113130254862408,0.0
2024-08-02,0.0,-0.004367482242592062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015883158142727199,-0.012299184424074659,0.0,0.015078350852394,0.0
2024-08-05,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2024-08-06,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2024-08-07,0.0,-0.0046601080953199035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037417045180987017,0.0,0.0,0.004591628815234602,-0.0036732252380134
2024-08-08,0.0,-0.0008665139667662254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006771011199854808,0.0,0.0,0.0015623221334784964,-0.007466819366567078
2024-08-09,0.0,-0.009310865680283286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024504286727896032,0.0,0.0,0.0004957132721039907,-0.01568913431971674
2024-08-12,0.0,-0.03752629144899145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018962222572934624,0.0,0.0,0.022704444093732117,-0.004140375217675288
2024-08-13,0.0,-0.026565681926416045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032436809120384685,0.0,0.0,0.009229857546282054,-0.015100984740250697
2024-08-14,0.0,-0.01823680147159148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10833333333333339,-0.09009653186174192
2024-08-15,0.0,-0.1536096408781025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19166666666666665,-0.038057025788564146
2024-08-16,0.0,-0.01342210258337354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2583333333333333,-0.24491123074995974
2024-08-19,0.0,-0.1869824556597819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29166666666666663,-0.10468421100688474
2024-08-20,0.0,-0.20486051589096102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3166666666666667,-0.1118061507757057
2024-08-21,0.0,-0.08318608991526402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21666666666666667,-0.13348057675140265
2024-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18333333333333335
