,net_return
2025-06-17,0.0013830895979568463
2025-06-18,-0.00022281930723199952
2025-06-20,1.0443291917979754e-05
2025-06-23,-0.00017224382155977145
2025-06-24,-2.5515287878008357e-06
2025-06-25,0.0007008738035765987
2025-06-26,-0.00017281552109808994
2025-06-27,-0.006407917346264807
2025-06-30,0.0013429648226983017
2025-07-01,-0.002079378315434012
2025-07-02,-0.0029512850915589714
2025-07-03,-0.0033552887629773537
2025-07-08,0.0009994773470317854
2025-07-09,-0.0003114685171965707
2025-07-10,-0.012550410611269498
2025-07-11,-0.0006841496047856357
2025-07-14,-0.006277803437934039
2025-07-15,0.002648757819680458
2025-07-16,-0.0007832420925345503
2025-07-17,0.0018666841331196164
2025-07-18,-0.0018463548726508688
2025-07-21,-0.0009706137290976394
2025-07-22,0.002042281781672252
2025-07-23,0.000632238079206433
2025-07-24,0.001263179894785642
2025-07-25,-0.0006268462608931608
2025-07-28,-0.002232828541579242
2025-07-29,0.0004825976688911194
2025-07-30,-0.003224635725063022
2025-07-31,-0.000397065462476942
2025-08-01,0.0002169261500677192
2025-08-04,-0.00040878052327954396
2025-08-05,-0.000151178157110744
2025-08-06,-0.0009005658822698228
2025-08-07,0.001937592432871154
2025-08-08,-0.00046625365536478346
2025-08-11,0.0004375183573153437
2025-08-12,0.002361066434656784
2025-08-13,-0.0018348634963013875
2025-08-14,0.0022717606845589146
2025-08-15,-0.0006744762156773289
2025-08-18,0.0018252849568722938
2025-08-19,0.0015753172016040563
2025-08-20,-0.004445482221029675
2025-08-21,0.00348697677007159
2025-08-22,0.0035421422577624276
2025-08-25,0.004685434671203391
2025-08-26,-4.296441362058223e-05
2025-08-27,0.0007987273281351647
2025-08-28,0.002365046985275585
2025-08-29,-0.0013620907538990082
2025-09-02,0.0005522009812554996
2025-09-03,-0.0007285878080941393
2025-09-04,0.0001708900049404471
2025-09-05,0.0017974239260994578
2025-09-08,0.0014494285264691996
2025-09-09,-0.0035018384060784905
2025-09-10,0.006558506861657219
2025-09-11,-0.002383640817913816
2025-09-12,0.002913027318234647
2025-09-15,0.006635476384488162
2025-09-16,0.005341330881591483
2025-09-17,-0.013403651690636802
2025-09-18,0.004894883473862233
2025-09-19,-0.0003192738656630039
2025-09-22,0.0010307434556622948
2025-09-23,0.0025779962893208094
2025-09-24,0.00416542123263008
2025-09-25,0.00526509850957717
2025-09-26,-0.00033702922521059684
2025-09-29,0.0009040078562174362
2025-09-30,-0.00043054240681459824
2025-10-01,0.00045745058929917313
2025-10-02,-0.0003227771485606027
2025-10-03,-0.0020620292273310077
2025-10-06,-0.0021941731559247113
2025-10-07,0.0012276652006284047
2025-10-08,0.005887395876729687
2025-10-09,-0.00894690158975435
2025-10-10,-0.0016996856480542967
2025-10-13,0.0026493281581344715
2025-10-14,0.002537741783396557
2025-10-15,0.0006013038720991351
2025-10-16,-0.00037840965180050876
2025-10-17,-0.00053020716682646
2025-10-20,-1.58486392114164e-05
2025-10-21,0.0004581877907839132
2025-10-22,-0.0013482019141021894
2025-10-23,0.001969522018103405
2025-10-24,0.0011490394542482782
2025-10-27,-0.0015507653778917263
2025-10-28,-0.008959390486491046
2025-10-29,0.0034663256587820434
2025-10-30,0.0020475940319362004
2025-10-31,-0.0023474307180473314
2025-11-03,-0.0011608117980550824
2025-11-04,-0.0014524017483343106
2025-11-05,-0.0006809282190993423
2025-11-06,-0.0003550686244386695
2025-11-07,-0.00015666436826799476
2025-11-10,0.000344743912414793
2025-11-11,0.00012052730939542788
2025-11-12,0.0004256857421507926
2025-11-13,0.0008715087468582238
2025-11-14,0.0009285177177638085
2025-11-17,0.00047456318993574823
2025-11-18,-0.0004895108554471771
2025-11-19,1.1651345065556025e-05
2025-11-20,5.914491941469749e-06
2025-11-21,0.00018499439854739654
2025-11-24,-3.932302442376625e-06
2025-11-25,-0.00019581334792863868
2025-11-26,-0.0010270066636764153
2025-11-28,-0.0008659026824626233
2025-12-01,0.002437252146927276
2025-12-02,-0.0036044508492852284
2025-12-03,-0.0016593823547033616
2025-12-04,0.0031809981997249093
2025-12-05,-0.0009883771261765505
2025-12-08,-0.005400013275469208
2025-12-09,-0.00026222220890388643
2025-12-10,0.0019645980700872885
2025-12-11,0.0014339424318947837
2025-12-12,0.0021804755386652633
2025-12-15,-0.0007446766032336758
2025-12-16,-0.003559852842163876
2025-12-17,-0.0011676073526109803
2025-12-18,-0.0030390305204999798
2025-12-19,7.541631012569853e-05
2025-12-22,0.0011224918652272876
2025-12-23,-0.0004785249235172801
2025-12-24,-0.001440152530090585
